pert_iname	classes
hexachlorophene	antiseptics and disinfectants|chlorobenzenes|drugs causing inadvertant photosensitivity|phenols|photosensitizing agents|dermatologicals|hydrocarbons, halogenated|hydrocarbons, chlorinated|phenol and derivatives|anti infective agents, local|benzene derivatives|anti infective agents|chlorophenols
dolasetron	central nervous system agents|serotonin receptor antagonists|cytochrome p 450 cyp3a4 substrates|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|central nervous system depressants|neurotransmitter agents|antidepressive agents|qtc prolonging agents|serotonin 3 receptor antagonists|gastrointestinal agents|moderate risk qtc prolonging agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|antiemetics and antinauseants|serotonin 5 ht3 receptor antagonists|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|alimentary tract and metabolism|antiemetics|autonomic agents
clopidogrel	antiplatelet agents|purinergic antagonists|cytochrome p 450 cyp2c8 inhibitors|p2y12 platelet inhibitor|purinergic p2y receptor antagonists|thiophenes|purinergic agents|cytochrome p 450 cyp3a4 substrates|thienopyridines|p glycoprotein substrates|decreased platelet aggregation|cytochrome p 450 cyp2b6 inhibitors (moderate)|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp2b6 substrates|oct2 inhibitors|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|neurotransmitter agents|blood and blood forming organs|pyridines|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|purinergic p2 receptor antagonists|hematologic agents|cytochrome p 450 substrates|platelet aggregation inhibitors excl. heparin|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp2c9 inhibitors|heterocyclic compounds, fused ring|oct1 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|cytochrome p 450 cyp1a2 substrates|sulfur compounds|cytochrome p 450 cyp2c8 inhibitors (strong)
tetracycline	drugs causing inadvertant photosensitivity|antibacterials for systemic use|anti bacterial agents|agents that produce neuromuscular block (indirect)|drugs that are mainly renally excreted|ophthalmologicals|stomatological preparations|tetracycline, antagonists & inhibitors|cytochrome p 450 cyp3a4 substrates|ophthalmological and otological preparations|tetracyclines|photosensitizing agents|oat3/slc22a8 inhibitors|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|drugs for peptic ulcer and gastro oesophageal reflux disease (gord)|drugs for acid related disorders|cytochrome p 450 enzyme inhibitors|naphthacenes|antiinfectives and antiseptics for local oral treatment|cytochrome p 450 cyp3a4 inhibitors|antibiotics for topical use|cytochrome p 450 substrates|enzyme inhibitors|oat1/slc22a6 inhibitors|anti infective agents|cytochrome p 450 cyp3a inhibitors|otologicals|cytochrome p 450 cyp3a substrates|antiinfectives for systemic use|dermatologicals|alimentary tract and metabolism|protein synthesis inhibitors|sensory organs|oat3/slc22a8 substrates
meropenem	amides|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|penem antibacterial|sulfur compounds|drugs that are mainly renally excreted|beta lactams|anti infective agents|thienamycins|lactams|carbapenems
kcl	chlorides|acids|drugs that are mainly renally excreted|i.v. solution additives|electrolytes|ions|anions|replacement preparations|blood and blood forming organs|blood substitutes and perfusion solutions|potassium compounds|potassium salt|mineral supplements|caloric agents|chlorine compounds|electrolyte solutions|acids, noncarboxylic|agents causing hyperkalemia|alimentary tract and metabolism|hemodialysis solution|minerals
irinotecan	carbohydrates|antineoplastic and immunomodulating agents|cytochrome p 450 cyp3a7 substrates with a narrow therapeutic index|topoisomerase inhibitors|antineoplastic agents|topoisomerase i inhibitors|cytochrome p 450 cyp3a4 substrates|p glycoprotein substrates|cytochrome p 450 cyp2b6 substrates|cytochrome p 450 cyp2b6 substrates with a narrow therapeutic index|ugt1a9 substrates with a narrow therapeutic index|oatp1b1/slco1b1 inhibitors|ugt1a1 substrates with a narrow therapeutic index|bcrp/abcg2 substrates|myelosuppressive agents|oligosaccharides|cytochrome p 450 cyp3a7 substrates|alkaloids|disaccharides|cytochrome p 450 cyp3a5 substrates with a narrow therapeutic index|cytochrome p 450 substrates|enzyme inhibitors|cholinesterase substrates|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|pharmaceutical preparations|immunosuppressive agents|polysaccharides|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|ugt1a9 substrates|narrow therapeutic index drugs|p glycoprotein substrates with a narrow therapeutic index|ugt1a1 substrates
methimazole	hormones, hormone substitutes, and hormone antagonists|hormone antagonists|cytochrome p 450 cyp3a4 inhibitors (strong)|drugs that are mainly renally excreted|cytochrome p 450 cyp3a4 inhibitors (weak)|thyroid products|cytochrome p 450 cyp2e1 inhibitors (weak)|cytochrome p 450 cyp2d6 inhibitors (weak)|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|cytochrome p 450 cyp2a6 inhibitors (weak)|cytochrome p 450 cyp2e1 inhibitors|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|myelosuppressive agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 cyp2b6 inhibitors|thyroid hormone synthesis inhibitor|cytochrome p 450 enzyme inhibitors|imidazoles|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strength unknown)|thyroid hormone synthesis inhibitors|cytochrome p 450 cyp2b6 inhibitors (strong)|sulfur containing imidazole derivatives|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp2c9 inhibitors|cytochrome p 450 cyp1a2 inhibitors|immunosuppressive agents|cytochrome p 450 cyp2c19 inhibitors|antithyroid agents|sulfur compounds|cytochrome p 450 cyp2a6 inhibitors|systemic hormonal preparations, excl. sex hormones and insulins
mometasone	cytochrome p 450 cyp2c8 inhibitors|adrenal cortex hormones|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp3a4 substrates|fused ring compounds|corticosteroids, potent (group iii)|corticosteroids|cytochrome p 450 cyp3a5 inducers (strength unknown)|cytochrome p 450 enzyme inhibitors|hyperglycemia associated agents|anti inflammatory agents|pregnanes|anti allergic agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|pregnadienediols|cytochrome p 450 cyp3a inducers|corticosteroid hormone receptor agonists|drugs for obstructive airway diseases|adrenals|immunosuppressive agents|cytochrome p 450 cyp3a substrates|glucocorticoids|cytochrome p 450 cyp3a4 inducers (strength unknown)|nasal preparations|dermatologicals|cytochrome p 450 enzyme inducers|steroids|corticosteroids, dermatological preparations|thyroxine binding globulin inhibitors|pregnadienes|cytochrome p 450 cyp3a5 inducers
clavulanic acid	anti bacterial agents|heterocyclic compounds, fused ring|enzyme inhibitors|beta lactams|beta lactamase inhibitors|anti infective agents|lactams
olopatadine	sensory system agents|central nervous system agents|histamine h1 antagonists, non sedating|ophthalmologicals|histamine h1 inhibitors|mast cell stabilizers|cytochrome p 450 cyp3a4 substrates|antiallergic agents, excl. corticosteroids|histamine agents|p glycoprotein substrates|antihistamine drugs|central nervous system depressants|neurotransmitter agents|decongestants and antiallergics|qtc prolonging agents|anti inflammatory agents|anti allergic agents|cytochrome p 450 substrates|dibenzoxepins|decreased histamine release|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|nasal preparations|sensory organs|histamine antagonists|histamine h1 antagonists
prostaglandin e1	urological agents|prostaglandins, synthetic|oat1/slc22a6 substrates|fatty acids|prostaglandin e1 agonist|prostaglandins e|cardiovascular agents|autacoids|prostaglandins|urologicals|drugs used in erectile dysfunction|vasodilating agents|hematologic agents|genitourinary arterial vasodilation|oat1/slc22a6 inhibitors|miscellaneous vasodilatating agents|prostaglandin receptor agonists|biological factors|eicosanoids|inflammation mediators|genito urinary system and sex hormones|fatty acids, monounsaturated|lipids|cardiac therapy|venous vasodilation|fatty acids, unsaturated|oat3/slc22a8 substrates
alprostadil	urological agents|prostaglandins, synthetic|oat1/slc22a6 substrates|fatty acids|prostaglandin e1 agonist|prostaglandins e|cardiovascular agents|autacoids|prostaglandins|urologicals|drugs used in erectile dysfunction|vasodilating agents|hematologic agents|genitourinary arterial vasodilation|oat1/slc22a6 inhibitors|miscellaneous vasodilatating agents|prostaglandin receptor agonists|biological factors|eicosanoids|inflammation mediators|genito urinary system and sex hormones|fatty acids, monounsaturated|lipids|cardiac therapy|venous vasodilation|fatty acids, unsaturated|oat3/slc22a8 substrates
etoposide	carbohydrates|antineoplastic and immunomodulating agents|topoisomerase inhibitors|cytochrome p 450 cyp1a2 substrates with a narrow therapeutic index|antineoplastic agents|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp3a4 substrates|ugt1a1 substrates|benzyl compounds|p glycoprotein inhibitors|p glycoprotein substrates|ugt1a1 substrates with a narrow therapeutic index|bcrp/abcg2 substrates|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|myelosuppressive agents|cytochrome p 450 enzyme inhibitors|antineoplastic agents, phytogenic|cytochrome p 450 cyp3a4 inhibitors|glucosides|cytochrome p 450 cyp3a5 substrates with a narrow therapeutic index|cytochrome p 450 substrates|glycosides|enzyme inhibitors|lignans|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a inducers|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|immunosuppressive agents|tetrahydronaphthalenes|cytochrome p 450 cyp2e1 substrates with a narrow therapeutic index|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|cytochrome p 450 cyp3a4 inducers (strength unknown)|topoisomerase ii inhibitors|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 enzyme inducers|cardiotoxic antineoplastic agents|cytochrome p 450 cyp1a2 substrates|narrow therapeutic index drugs|p glycoprotein substrates with a narrow therapeutic index|podophyllotoxin derivatives|benzene derivatives|podophyllotoxin|naphthalenes
hydroflumethiazide	membrane transport modulators|drugs causing inadvertant photosensitivity|photosensitizing agents|oat3/slc22a8 inhibitors|sulfones|hypotensive agents|cardiovascular agents|amides|increased diuresis|sulfonamides|diuretics|natriuretic agents|oat1/slc22a6 inhibitors|gynecological antiinfectives and antiseptics|thiazides|heterocyclic compounds, fused ring|antihypertensive agents|benzothiadiazines|sodium chloride symporter inhibitors|genito urinary system and sex hormones|sulfur compounds|oat3/slc22a8 substrates
oxcarbazepine	membrane transport modulators|drugs causing inadvertant photosensitivity|central nervous system agents|cytochrome p 450 cyp3a4 inducers|anti epileptic agent|decreased central nervous system disorganized electrical activity|p glycoprotein substrates|photosensitizing agents|cytochrome p 450 cyp3a5 inhibitors|p glycoprotein inducers|cytochrome p 450 cyp3a5 inducers (strength unknown)|anticonvulsants|central nervous system depressants|voltage gated sodium channel blockers|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|miscellaneous anticonvulsants|dibenzazepines|nervous system|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strength unknown)|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a inducers|heterocyclic compounds, fused ring|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a4 inducers (strength unknown)|carboxamide derivatives|cytochrome p 450 enzyme inducers|cytochrome p 450 cyp3a5 inhibitors (strength unknown)|enzyme inducing antiepileptic drugs|cytochrome p 450 cyp3a5 inducers|sodium channel blockers
roxithromycin	cytochrome p 450 cyp2b6 inhibitors (strength unknown)|antibacterials for systemic use|anti bacterial agents|oatp1b3 inhibitors|erythromycin and similars|cytochrome p 450 cyp3a4 inhibitors (weak)|cytochrome p 450 cyp3a4 substrates|macrolides, lincosamides and streptogramins|oatp1b1/slco1b1 inhibitors|qtc prolonging agents|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|moderate risk qtc prolonging agents|cytochrome p 450 substrates|anti infective agents|cytochrome p 450 cyp3a inhibitors|macrolides|cytochrome p 450 cyp3a substrates|antiinfectives for systemic use|polyketides|lactones
nalidixic acid	drugs causing inadvertant photosensitivity|topoisomerase inhibitors|antibacterials for systemic use|anti bacterial agents|photosensitizing agents|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|4 quinolones|fluoroquinolones|quinolines|qtc prolonging agents|agents that reduce seizure threshold|cytochrome p 450 enzyme inhibitors|moderate risk qtc prolonging agents|quinolones|enzyme inhibitors|oat1/slc22a6 inhibitors|anti infective agents|cytochrome p 450 cyp1a2 inhibitors|heterocyclic compounds, fused ring|antiinfectives for systemic use|topoisomerase ii inhibitors|naphthyridines
phenelzine	cytochrome p 450 cyp2c8 inhibitors|psychoanaleptics|central nervous system agents|monoamine oxidase inhibitors, non selective|cytochrome p 450 cyp2e1 inducers (strength unknown)|drugs that are mainly renally excreted|cytochrome p 450 cyp3a7 inhibitors (strength unknown)|cytochrome p 450 cyp3a5 inhibitors|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|hypotensive agents|serotonin modulators|agents that produce hypertension|central nervous system depressants|antidepressive agents|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|cytochrome p 450 cyp2d6 inhibitors|monoamine oxidase a substrates|nervous system|agents that reduce seizure threshold|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strength unknown)|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|enzyme inhibitors|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|cytochrome p 450 cyp3a inhibitors|monoamine oxidase inhibitors|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp2e1 inducers|cytochrome p 450 cyp3a7 inhibitors|cytochrome p 450 enzyme inducers|psychotropic drugs|hydrazines|cytochrome p 450 cyp3a5 inhibitors (strength unknown)
propantheline	agents producing tachycardia|drugs that are mainly renally excreted|anti ulcer agents|amines|quaternary ammonium compounds|anticholinergic agents|ammonium compounds|neurotransmitter agents|cholinergic agents|onium compounds|gastrointestinal agents|nitrogen compounds|synthetic anticholinergics, quaternary ammonium compounds|drugs for functional gastrointestinal disorders|heterocyclic compounds, fused ring|muscarinic antagonists|alimentary tract and metabolism|xanthenes
estradiol	hormones, hormone substitutes, and hormone antagonists|estrogens, agonists|androgens and estrogens|gonadal steroid hormones|adrenal cortex hormones|thyroxine binding globulin inducers|bcrp/abcg2 inhibitors|drugs that are mainly renally excreted|antiandrogens and estrogens|estranes|estrogen contraceptives|cytochrome p 450 cyp3a4 substrates|fused ring compounds|hormonal contraceptives for systemic use|p glycoprotein substrates|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|cytochrome p 450 cyp2c19 substrates|progestogens and estrogens, sequential preparations|oct2 inhibitors|oat3/slc22a8 substrates|sex hormones and modulators of the genital system|oatp1b1/slco1b1 inhibitors|comt substrates|cytochrome p 450 cyp3a7 substrates|estradiol, agonists|cytochrome p 450 enzyme inhibitors|intravaginal contraceptives|estrogens|contraceptives, oral|cytochrome p 450 substrates|contraceptive agents, female|cytochrome p 450 cyp2c9 substrates|natural and semisynthetic estrogens, plain|cytochrome p 450 cyp1a2 inhibitors|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|estrenes|steroids|hormones|estradiol congeners|cytochrome p 450 cyp1a2 substrates|genito urinary system and sex hormones|gonadal hormones|ugt1a1 substrates|cytochrome p 450 cyp2c8 substrates
mefenamic acid	cytochrome p 450 cyp2c8 inhibitors|anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|drugs causing inadvertant photosensitivity|sensory system agents|central nervous system agents|other nonsteroidal anti inflammatory agents|benzoates|musculo skeletal system|amines|aminobenzoates|nephrotoxic agents|photosensitizing agents|analgesics|agents that produce hypertension|ugt1a9 inhibitors|antiinflammatory and antirheumatic products, non steroids|cytochrome p 450 enzyme inhibitors|anti inflammatory agents|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|analgesics, non narcotic|antirheumatic agents|aniline compounds|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|acids, carbocyclic|ortho aminobenzoates|benzene derivatives|fenamates|cyclooxygenase inhibitors
acyclovir	nucleosides and nucleotides|drugs that are mainly renally excreted|ophthalmologicals|mate 2 substrates|antivirals for systemic use|nephrotoxic agents|oat1/slc22a6 substrates|oat3/slc22a8 inhibitors|purinones|herpesvirus nucleoside analog dna polymerase inhibitor|oct1 substrates|herpes simplex virus nucleoside analog dna polymerase inhibitor|nucleic acid synthesis inhibitors|nucleosides and nucleotides excl. reverse transcriptase inhibitors|mate substrates|cytochrome p 450 substrates|oat1/slc22a6 inhibitors|anti infective agents|antiviral agents|heterocyclic compounds, fused ring|oct1 inhibitors|antiinfectives for systemic use|dermatologicals|cytochrome p 450 cyp1a2 substrates|sensory organs|mate 1 substrates|direct acting antivirals|purines|acyclovir and prodrug|herpes zoster virus nucleoside analog dna polymerase inhibitor|oat3/slc22a8 substrates
naproxen	ugt1a3 substrates|naphthaleneacetic acids|drugs causing inadvertant photosensitivity|anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|antiinflammatory preparations, non steroids for topical use|central nervous system agents|sensory system agents|naphthalenes|other nonsteroidal anti inflammatory agents|ugt2b7 substrates|musculo skeletal system|nephrotoxic agents|p glycoprotein inhibitors|antiinflammatory products for vaginal administration|photosensitizing agents|analgesics|agents that produce hypertension|non cox 2 selective nsaids|antigout preparations|antiinflammatory and antirheumatic products, non steroids|topical products for joint and muscular pain|anti inflammatory agents|cytochrome p 450 substrates|enzyme inhibitors|cytochrome p 450 cyp2c9 substrates|oat1/slc22a6 inhibitors|analgesics, non narcotic|antirheumatic agents|ugt1a6 substrate|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|propionates|ugt1a9 substrates|cytochrome p 450 cyp1a2 substrates|genito urinary system and sex hormones|bsep/abcb11 substrates|ugt1a1 substrates|cytochrome p 450 cyp2c8 substrates|cyclooxygenase inhibitors
perindopril	ace inhibitors and diuretics|agents acting on the renin angiotensin system|cholinesterase inhibitors|agents causing angioedema|angiotensin converting enzyme inhibitors|antihypertensive agents|agents causing hyperkalemia|heterocyclic compounds, fused ring|indoles|protease inhibitors|hypotensive agents|ace inhibitors and calcium channel blockers|drugs that are mainly renally excreted|enzyme inhibitors|lipid modifying agents|cardiovascular agents|antihypertensive agents indicated for hypertension
tripelennamine	substituted ethylene diamines|aminopyridines|ethylenediamine derivatives|polyamines|amines|antipruritics, incl. antihistamines, anesthetics, etc.|antihistamines for topical use|histamine agents|antihistamines for systemic use|ethylenediamines|neurotransmitter agents|pyridines|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|anti allergic agents|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|diamines|dermatologicals|histamine antagonists|histamine h1 antagonists
haloprogin	antifungal agents|phenols|dermatologicals|antifungals for topical use|ethers|anti infective agents|benzene derivatives|antifungals for dermatological use
primidone	hypnotics and sedatives|nicotinic antagonists|central nervous system agents|pyrimidines|cytochrome p 450 cyp2e1 inducers (strength unknown)|cytochrome p 450 cyp1a2 inducers (strength unknown)|psycholeptics|cytochrome p 450 cyp3a4 inducers|phenobarbital and similars|anti epileptic agent|ugt1a1 inducers|decreased central nervous system disorganized electrical activity|cytochrome p 450 cyp1a2 inducers|cytochrome p 450 cyp2c19 substrates|anticholinergic agents|cytochrome p 450 cyp3a inducers (strong)|cytochrome p 450 cyp2c19 inducers|cytochrome p 450 cyp2c9 inducers (strength unknown)|cytochrome p 450 cyp1a2 inducers (strong)|anticonvulsants|central nervous system depressants|neurotransmitter agents|pyrimidinones|barbiturates|cytochrome p 450 cyp3a4 inducers (strong)|nervous system|gaba modulators|cytochrome p 450 substrates|gaba agents|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp3a inducers|cytochrome p 450 cyp2e1 inducers|cytochrome p 450 cyp2c19 inducers (strength unknown)|cytochrome p 450 cyp3a4 inducers (strength unknown)|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 enzyme inducers|enzyme inducing antiepileptic drugs|barbiturates and derivatives|cytochrome p 450 cyp2c9 inducers
sulfasalazine	anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|sensory system agents|central nervous system agents|oatp1b3 inhibitors|bcrp/abcg2 inhibitors|nephrotoxic agents|analgesics|sulfones|agents that produce hypertension|non cox 2 selective nsaids|oatp1b1/slco1b1 inhibitors|bcrp/abcg2 substrates|antidiarrheals, intestinal antiinflammatory/antiinfective agents|salicylates|amides|sulfonamides|intestinal antiinflammatory agents|anti inflammatory agents|gastrointestinal agents|anti infective agents|analgesics, non narcotic|gynecological antiinfectives and antiseptics|antirheumatic agents|immunosuppressive agents|aminosalicylate|methemoglobinemia associated agents|peripheral nervous system agents|agents causing hyperkalemia|alimentary tract and metabolism|genito urinary system and sex hormones|sulfur compounds
tolazoline	topical products for joint and muscular pain|peripheral alpha 1 blockers|adrenergic alpha antagonists|adrenergic antagonists|antihypertensive agents|imidazoles|vasodilating agents|adrenergic agents|peripheral vasodilators|hypotensive agents|agents that produce hypertension|imidazoline derivatives|adrenergic alpha 1 receptor antagonists|imidazolines|neurotransmitter agents|cardiovascular agents|musculo skeletal system
gentamicin	carbohydrates|antibacterials for systemic use|anti bacterial agents|agents that produce neuromuscular block (indirect)|aminoglycoside antibacterials|drugs that are mainly renally excreted|ophthalmologicals|nephrotoxic agents|ophthalmological and otological preparations|antibiotics for topical use|glycosides|enzyme inhibitors|oat1/slc22a6 inhibitors|anti infective agents|otologicals|antiinfectives for systemic use|dermatologicals|gentamicins|protein synthesis inhibitors|narrow therapeutic index drugs|sensory organs|drugs that are mainly renally excreted with a narrow therapeutic index|alpha galactosidase, antagonists & inhibitors
fenoldopam	cardiac stimulants excl. cardiac glycosides|dopamine d1 receptor agonists|antihypertensive agents|vasodilating agents|benzazepines|heterocyclic compounds, fused ring|dopamine agents|hypotensive agents|adrenergic and dopaminergic agents|drugs that are mainly renally excreted|neurotransmitter agents|cardiac therapy|dopamine agonists|cardiovascular agents|antihypertensive agents indicated for hypertension
colistin	amino acids, peptides, and proteins|antibacterials for systemic use|anti bacterial agents|intestinal antiinfectives|agents that produce neuromuscular block (indirect)|aminoglycoside antibacterials|drugs that are mainly renally excreted|nephrotoxic agents|peptides|antidiarrheals, intestinal antiinflammatory/antiinfective agents|pore forming cytotoxic proteins|peptides, cyclic|anti infective agents|membrane proteins|antiinfectives for systemic use|antimicrobial cationic peptides|alimentary tract and metabolism|narrow therapeutic index drugs|polymyxins|proteins|lipids|drugs that are mainly renally excreted with a narrow therapeutic index|lipopeptides
dicycloverine	drugs for functional gastrointestinal disorders|agents producing tachycardia|cholinergic agents|antimuscarinics antispasmodics|parasympatholytics|peripheral nervous system agents|alimentary tract and metabolism|anticholinergic agents|cyclohexanes|cycloparaffins|acids, carbocyclic|synthetic anticholinergics, esters with tertiary amino group|drugs that are mainly renally excreted|autonomic agents|neurotransmitter agents|cyclohexanecarboxylic acids|muscarinic antagonists
minaprine	central nervous system stimulants|psychoanaleptics|central nervous system agents|serotonin receptor antagonists|cholinesterase inhibitors|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|agents that produce hypertension|central nervous system depressants|antidepressive agents|nervous system|agents that reduce seizure threshold|cytochrome p 450 substrates|serotonin 5 ht2 receptor antagonists|monoamine oxidase a inhibitors  for interaction with monoamine oxidase a substrates|monoamine oxidase inhibitors|serotonin 5 ht2c receptor antagonists|cytochrome p 450 cyp2d6 substrates|serotonin 5 ht2a receptor antagonists|psychotropic drugs
pentoxifylline	antiplatelet agents|radiation protective agents|drugs that are mainly renally excreted|phosphodiesterase inhibitors|hematologic activity alteration|peripheral vasodilators|protective agents|purinones|free radical scavengers|cardiovascular agents|blood viscosity reducer|phosphodiesterase 5 inhibitors|vasodilating agents|alkaloids|hematologic agents|cytochrome p 450 substrates|enzyme inhibitors|xanthine derivatives|purine derivatives|heterocyclic compounds, fused ring|drugs for obstructive airway diseases|antioxidants|compounds used in a research, industrial, or household setting|cytochrome p 450 cyp1a2 substrates|hemorrheologic agents|purines
proxymetacaine	anesthetics, local|sensory system agents|central nervous system agents|hydroxybenzoate ethers|ophthalmologicals|benzoates|aminobenzoates|local anesthesia|hydroxybenzoates|central nervous system depressants|ethers|phenols|para aminobenzoates|phenyl ethers|anesthetics|hydroxy acids|peripheral nervous system agents|acids, carbocyclic|sensory organs|isomerism|benzene derivatives
indapamide	membrane transport modulators|drugs causing inadvertant photosensitivity|drugs that are mainly renally excreted|antihypertensive agents indicated for hypertension|cytochrome p 450 cyp3a4 substrates|thiazide like diuretic|indoles|photosensitizing agents|sulfones|hypotensive agents|lipid modifying agents|cardiovascular agents|qtc prolonging agents|amides|increased diuresis|sulfonamides|hyperglycemia associated agents|diuretics|low ceiling diuretics, excl. thiazides|natriuretic agents|cytochrome p 450 substrates|potential qtc prolonging agents|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a substrates|antihypertensive agents|sodium chloride symporter inhibitors|genito urinary system and sex hormones|sulfur compounds|non potassium sparing diuretics
tropicamide	mydriatics|cholinergic agents|pyridines|peripheral nervous system agents|mydriatics and cycloplegics|anticholinergic agents|sensory organs|ophthalmologicals|autonomic agents|neurotransmitter agents|muscarinic antagonists
biperiden	agents producing tachycardia|nicotinic antagonists|central nervous system agents|anti dyskinesia agents|aza compounds|azabicyclo compounds|anticholinergic agents|neurotransmitter agents|tertiary amines|cytochrome p 450 cyp2d6 inhibitors|nervous system|cholinergic agents|parasympatholytics|cytochrome p 450 enzyme inhibitors|anti parkinson drugs|cytochrome p 450 cyp2d6 inhibitors (strength unknown)|piperidines|muscarinic antagonists|peripheral nervous system agents|autonomic agents
ribavirin	carbohydrates|nucleosides and nucleotides|antivirals for treatment of hcv infections|ribonucleosides|antiinfectives for systemic use|antimetabolites|nucleosides|antivirals for systemic use|glycosides|direct acting antivirals|drugs that are mainly renally excreted|nucleoside analog antiviral|anti infective agents|antiviral agents|nucleic acids, nucleotides, and nucleosides|noxae|toxic actions
phenylbutazone	anti inflammatory agents, non steroidal|anti inflammatory agents, non steroidal (non selective)|antiinflammatory preparations, non steroids for topical use|central nervous system agents|sensory system agents|cytochrome p 450 cyp3a4 inducers|musculo skeletal system|nephrotoxic agents|oat3/slc22a8 inhibitors|pyrazoles|analgesics|agents that produce hypertension|non cox 2 selective nsaids|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|antiinflammatory and antirheumatic products, non steroids|topical products for joint and muscular pain|cytochrome p 450 enzyme inhibitors|pyrazolones|anti inflammatory agents|cytochrome p 450 substrates|oat1/slc22a6 inhibitors|cytochrome p 450 cyp2c9 substrates|cytochrome p 450 cyp3a inducers|analgesics, non narcotic|cytochrome p 450 cyp2c9 inhibitors|antirheumatic agents|cytochrome p 450 cyp3a4 inducers (strength unknown)|antiinflammatory and antirheumatic products|peripheral nervous system agents|agents causing hyperkalemia|cytochrome p 450 enzyme inducers|butylpyrazolidines
